region,2023,unit
"Kyiv, Misto",2969924.00,人
Kharkivska Oblast,1872969.00,人
Odeska Oblast,1502746.00,人
Dnipropetrovska Oblast,2470483.00,人
Donetska Oblast,2917162.00,人
Lvivska Oblast,1332702.00,人
Zaporizka Oblast,1164975.00,人
Rivnenska Oblast,1088389.00,人
"Sevastopol, Misto",558168.00,人
Mykolaivska Oblast,668837.00,人
Luhanska Oblast,1489294.00,人
Vinnytska Oblast,640358.00,人
"Krym, Avtonomna Respublika",1012850.00,人
Chernihivska Oblast,518007.00,人
Poltavska Oblast,761059.00,人
Khersonska Oblast,523941.00,人
Khmelnytska Oblast,646135.00,人
Cherkaska Oblast,618848.00,人
Chernivetska Oblast,344857.00,人
Zhytomyrska Oblast,559813.00,人
Sumska Oblast,624230.00,人
Ivano-Frankivska Oblast,492745.00,人
Ternopilska Oblast,357951.00,人
Volynska Oblast,454759.00,人
Kirovohradska Oblast,460533.00,人
Kyivska Oblast,1010075.00,人
Zakarpatska Oblast,384178.00,人
