region,2023,unit
Distrito Capital,3242000.00,人
Zulia,3227201.00,人
Carabobo,3548200.00,人
Aragua,2656432.00,人
Lara,1597054.00,人
Bolívar,1655231.00,人
Anzoátegui,1813574.00,人
La Guaira,1001948.00,人
Monagas,771658.00,人
Sucre,671270.00,人
Barinas,507791.00,人
Miranda,2231886.00,人
Táchira,762081.00,人
Yaracuy,518343.00,人
Portuguesa,366767.00,人
Mérida,299715.00,人
Falcón,434617.00,人
Trujillo,668933.00,人
Guárico,546660.00,人
Apure,308658.00,人
Nueva Esparta,324796.00,人
Cojedes,208001.00,人
Delta Amacuro,86487.00,人
Amazonas,112642.00,人
