region,2023,unit
Bakı,3141927.00,人
Sumqayıt,376100.00,人
Gəncə,331400.00,人
Mingəçevir,106100.00,人
Abşeron,111593.00,人
Naxçıvan,104595.00,人
Salyan,117796.00,人
Şirvan,70684.00,人
Şəki,81620.00,人
Yevlax,59036.00,人
Lənkəran,72800.00,人
Xankəndi,49848.00,人
Ağcabədi,59998.00,人
Şəmkir,40600.00,人
Xaçmaz,50794.00,人
Şamaxı,39600.00,人
Bərdə,38500.00,人
Quba,38100.00,人
Göygöl,37280.00,人
Göyçay,36200.00,人
Qazax,35102.00,人
İmişli,31310.00,人
Zaqatala,42000.00,人
Sabirabad,30866.00,人
Ağdaş,29600.00,人
Hacıqabul,27536.00,人
Cəlilabad,35913.00,人
İsmayıllı,20660.00,人
Ağsu,20200.00,人
Ağstafa,20200.00,人
Biləsuvar,20098.00,人
Siyəzən,18655.00,人
Saatlı,17900.00,人
Astara,16800.00,人
Qusar,16500.00,人
Ucar,30291.00,人
Masallı,30400.00,人
Kürdəmir,15385.00,人
Neftçala,14241.00,人
Babək,19352.00,人
Tovuz,43490.00,人
Ağdam,16772.00,人
Qəbələ,22315.00,人
Tərtər,12563.00,人
Culfa,12500.00,人
Beyləqan,12263.00,人
Qax,11415.00,人
Daşkəsən,10566.00,人
Ordubad,10372.00,人
Samux,10228.00,人
Naftalan,10100.00,人
Sədərək,11306.00,人
Gədəbəy,9161.00,人
Goranboy,16230.00,人
Zərdab,8450.00,人
Yardımlı,7623.00,人
Lerik,7301.00,人
Oğuz,7002.00,人
Cəbrayıl,6070.00,人
Xocavənd,5700.00,人
Şuşa,4446.00,人
Kəngərli,4444.00,人
Qobustan,3945.00,人
Füzuli,3132.00,人
Şahbuz,2283.00,人
Laçın,2190.00,人
Balakən,1815.00,人
Xızı,1588.00,人
Xocalı,1397.00,人
Qubadlı,672.00,人
Kəlbəcər,600.00,人
